   Elapsed time	    ECG	    EMG	oot GSR	and GSR	     HR	 marker	   RESP
          2.267	  0.060	  0.166	  1.367	  4.940	 80.000	 11.170	 37.090
          2.333	  0.135	  0.145	  1.367	  4.937	 80.000	 11.160	 37.070
          2.400	 -0.068	  0.166	  1.367	  4.936	 80.000	 11.160	 37.030
          2.467	 -0.083	  0.145	  1.367	  4.935	 80.000	 11.160	 36.990
          2.533	 -0.074	  0.186	  1.366	  4.932	 80.000	 11.160	 36.900
          2.600	 -0.085	  0.166	  1.367	  4.932	 80.000	 11.170	 36.770
          2.667	 -0.088	  0.186	  1.365	  4.930	 80.000	 11.170	 36.680
          2.733	 -0.024	  0.186	  1.365	  4.927	 80.000	 11.160	 36.620
          2.800	 -0.078	  0.228	  1.365	  4.927	 80.000	 11.160	 36.580
          2.867	  0.196	  0.331	  1.365	  4.926	 80.000	 11.170	 36.540
          2.933	  0.041	  0.290	  1.365	  4.923	 80.000	 11.170	 36.520
          3.000	 -0.076	  0.186	  1.365	  4.922	 80.000	 11.170	 36.520
          3.067	 -0.016	  0.124	  1.365	  4.921	 73.000	 11.170	 36.520
          3.133	  0.125	  0.145	  1.365	  4.918	 73.000	 11.170	 36.510
          3.200	  0.036	  0.186	  1.363	  4.917	 73.000	 11.170	 36.520
          3.267	 -0.095	  0.186	  1.362	  4.916	 73.000	 11.170	 36.520
          3.333	 -0.083	  0.207	  1.362	  4.913	 73.000	 11.170	 36.490
          3.400	 -0.088	  0.186	  1.362	  4.912	 73.000	 11.170	 36.450
          3.467	 -0.098	  0.186	  1.362	  4.910	 73.000	 11.170	 36.390
          3.533	 -0.098	  0.145	  1.362	  4.908	 73.000	 11.170	 36.370
          3.600	 -0.030	  0.186	  1.362	  4.907	 73.000	 11.170	 36.370
          3.667	 -0.093	  0.228	  1.362	  4.905	 73.000	 11.170	 36.370
          3.733	  0.284	  0.394	  1.362	  4.905	 73.000	 11.170	 36.380
          3.800	 -0.063	  0.228	  1.362	  4.902	 73.000	 11.160	 36.390
          3.867	 -0.073	  0.207	  1.362	  4.901	 73.000	 11.170	 36.410
          3.933	 -0.004	  0.186	  1.362	  4.900	 72.000	 11.170	 36.420
          4.000	  0.137	  0.166	  1.362	  4.897	 72.000	 11.170	 36.430
          4.067	  0.012	  0.186	  1.361	  4.896	 72.000	 11.160	 36.440
          4.133	 -0.101	  0.186	  1.361	  4.895	 72.000	 11.170	 36.460
          4.200	 -0.086	  0.145	  1.360	  4.892	 72.000	 11.170	 36.450
          4.267	 -0.096	  0.186	  1.360	  4.891	 72.000	 11.170	 36.400
          4.333	 -0.104	  0.166	  1.360	  4.890	 72.000	 11.170	 36.390
          4.400	 -0.105	  0.186	  1.360	  4.887	 72.000	 11.170	 36.410
          4.467	 -0.052	  0.145	  1.360	  4.886	 72.000	 11.160	 36.470
          4.533	 -0.082	  0.186	  1.360	  4.885	 72.000	 11.170	 36.550
          4.600	  0.096	  0.394	  1.358	  4.883	 72.000	 11.170	 36.620
          4.667	  0.089	  0.331	  1.357	  4.882	 72.000	 11.160	 36.720
          4.733	 -0.085	  0.207	  1.357	  4.880	 72.000	 11.160	 36.840
          4.800	 -0.028	  0.166	  1.357	  4.878	 70.000	 11.160	 36.980
          4.867	  0.109	  0.145	  1.357	  4.877	 70.000	 11.170	 37.110
          4.933	  0.051	  0.207	  1.357	  4.875	 70.000	 11.170	 37.260
          5.000	 -0.107	  0.186	  1.357	  4.875	 70.000	 11.170	 37.400
          5.067	 -0.098	  0.207	  1.357	  4.872	 70.000	 11.170	 37.510
          5.133	 -0.101	  0.186	  1.357	  4.871	 70.000	 11.160	 37.590
          5.200	 -0.104	  0.166	  1.357	  4.870	 70.000	 11.160	 37.680
          5.267	 -0.051	  0.166	  1.357	  4.868	 70.000	 11.160	 37.790
          5.333	 -0.126	  0.228	  1.357	  4.867	 70.000	 11.170	 37.930
          5.400	  0.253	  0.435	  1.357	  4.865	 70.000	 11.170	 38.050
          5.467	 -0.127	  0.228	  1.355	  4.862	 70.000	 11.170	 38.150
          5.533	 -0.083	  0.228	  1.355	  4.862	 70.000	 11.170	 38.260
          5.600	  0.003	  0.228	  1.355	  4.860	 80.000	 11.160	 38.360
          5.667	  0.125	  0.228	  1.355	  4.860	 80.000	 11.160	 38.450
          5.733	 -0.066	  0.207	  1.355	  4.858	 80.000	 11.160	 38.520
          5.800	 -0.116	  0.186	  1.355	  4.856	 80.000	 11.160	 38.580
          5.867	 -0.101	  0.166	  1.355	  4.855	 80.000	 11.170	 38.590
          5.933	 -0.097	  0.207	  1.355	  4.853	 80.000	 11.160	 38.580
          6.000	 -0.058	  0.249	  1.353	  4.851	 80.000	 11.170	 38.560
          6.067	 -0.132	  0.186	  1.355	  4.850	 80.000	 11.170	 38.560
          6.133	  0.262	  0.311	  1.352	  4.848	 80.000	 11.170	 38.530
          6.200	 -0.118	  0.228	  1.352	  4.848	 80.000	 11.170	 38.480
          6.267	 -0.072	  0.249	  1.352	  4.846	 80.000	 11.170	 38.430
          6.333	  0.021	  0.186	  1.352	  4.844	 85.000	 11.170	 38.370
          6.400	  0.127	  0.145	  1.352	  4.843	 85.000	 11.170	 38.330
          6.467	 -0.071	  0.207	  1.352	  4.841	 85.000	 11.170	 38.290
          6.533	 -0.103	  0.166	  1.352	  4.840	 85.000	 11.170	 38.260
          6.600	 -0.087	  0.166	  1.352	  4.838	 85.000	 11.170	 38.200
          6.667	 -0.095	  0.186	  1.352	  4.838	 85.000	 11.160	 38.090
          6.733	 -0.036	  0.186	  1.352	  4.835	 85.000	 11.240	 38.000
          6.800	 -0.103	  0.207	  1.352	  4.833	 85.000	 11.460	 37.930
          6.867	  0.294	  0.352	  1.352	  4.833	 85.000	 11.670	 37.890
          6.933	 -0.096	  0.228	  1.352	  4.830	 85.000	 11.610	 37.860
          7.000	 -0.068	  0.145	  1.352	  4.830	 85.000	 12.160	 37.810
          7.067	  0.005	  0.145	  1.351	  4.828	 82.000	 11.620	 37.780
          7.133	  0.153	  0.186	  1.352	  4.828	 82.000	 11.400	 37.740
          7.200	  0.004	  0.166	  1.350	  4.825	 82.000	 11.280	 37.730
          7.267	 -0.082	  0.124	  1.350	  4.825	 82.000	 11.220	 37.690
          7.333	 -0.064	  0.228	  1.350	  4.823	 82.000	 11.460	 37.640
          7.400	 -0.066	  0.228	  1.350	  4.821	 82.000	 11.510	 37.520
          7.467	 -0.070	  0.207	  1.350	  4.820	 82.000	 11.390	 37.420
          7.533	 -0.038	  0.104	  1.350	  4.818	 82.000	 11.730	 37.360
          7.600	 -0.068	  0.166	  1.350	  4.818	 82.000	 11.960	 37.310
          7.667	 -0.002	  0.207	  1.350	  4.816	 82.000	 11.990	 37.280
          7.733	  0.360	  0.456	  1.350	  4.814	 82.000	 11.960	 37.240
          7.800	 -0.066	  0.186	  1.348	  4.813	 82.000	 11.990	 37.200
          7.867	 -0.028	  0.166	  1.348	  4.810	 82.000	 11.990	 37.150
          7.933	  0.078	  0.124	  1.347	  4.809	 73.000	 11.620	 37.090
          8.000	  0.139	  0.145	  1.347	  4.808	 73.000	 11.780	 37.080
          8.067	 -0.072	  0.145	  1.347	  4.808	 73.000	 11.880	 37.030
          8.133	 -0.088	  0.207	  1.347	  4.805	 73.000	 11.730	 36.970
          8.200	 -0.084	  0.145	  1.347	  4.804	 73.000	 11.890	 36.870
          8.267	 -0.097	  0.186	  1.347	  4.803	 73.000	 11.820	 36.720
          8.333	 -0.104	  0.269	  1.347	  4.803	 73.000	 11.480	 36.630
          8.400	 -0.101	  0.124	  1.347	  4.800	 73.000	 11.460	 36.570
          8.467	 -0.098	  0.186	  1.347	  4.799	 73.000	 11.260	 36.530
          8.533	 -0.086	  0.166	  1.347	  4.798	 73.000	 11.320	 36.520
          8.600	 -0.042	  0.207	  1.347	  4.796	 73.000	 11.600	 36.500
          8.667	 -0.110	  0.186	  1.347	  4.795	 73.000	 11.430	 36.500
          8.733	  0.338	  0.394	  1.347	  4.793	 73.000	 11.280	 36.490
          8.800	 -0.088	  0.186	  1.346	  4.793	 73.000	 11.340	 36.500
          8.867	 -0.060	  0.186	  1.347	  4.790	 73.000	 11.400	 36.510
          8.933	  0.029	  0.166	  1.345	  4.790	 61.000	 11.430	 36.520
          9.000	  0.153	  0.166	  1.345	  4.788	 61.000	 11.260	 36.520
          9.067	 -0.052	  0.186	  1.345	  4.786	 61.000	 11.290	 36.520
          9.133	 -0.102	  0.207	  1.345	  4.785	 61.000	 11.220	 36.520
          9.200	 -0.092	  0.207	  1.345	  4.783	 61.000	 11.210	 36.490
          9.267	 -0.101	  0.186	  1.345	  4.783	 61.000	 11.130	 36.430
          9.333	 -0.103	  0.166	  1.345	  4.780	 61.000	 11.120	 36.400
          9.400	 -0.096	  0.145	  1.345	  4.779	 61.000	 11.110	 36.390
          9.467	 -0.086	  0.269	  1.345	  4.778	 61.000	 11.120	 36.390
          9.533	 -0.067	  0.228	  1.345	  4.776	 61.000	 11.110	 36.420
          9.600	 -0.027	  0.186	  1.345	  4.775	 61.000	 11.110	 36.420
          9.667	 -0.090	  0.228	  1.342	  4.773	 61.000	 11.110	 36.420
          9.733	  0.367	  0.518	  1.345	  4.772	 61.000	 11.110	 36.430
          9.800	 -0.057	  0.124	  1.342	  4.771	 61.000	 11.110	 36.440
          9.867	 -0.027	  0.166	  1.342	  4.768	 61.000	 11.100	 36.450
          9.933	  0.072	  0.166	  1.342	  4.768	 62.000	 11.110	 36.470
         10.000	  0.180	  0.145	  1.342	  4.767	 62.000	 11.100	 36.470
         10.067	 -0.039	  0.186	  1.342	  4.766	 62.000	 11.110	 36.470
         10.133	 -0.077	  0.145	  1.342	  4.763	 62.000	 11.110	 36.490
         10.200	 -0.068	  0.207	  1.342	  4.763	 62.000	 11.110	 36.470
         10.267	 -0.077	  0.124	  1.342	  4.761	 62.000	 11.110	 36.400
         10.333	 -0.081	  0.207	  1.342	  4.761	 62.000	 11.100	 36.390
         10.400	 -0.081	  0.186	  1.341	  4.758	 62.000	 11.100	 36.400
         10.467	 -0.033	  0.166	  1.342	  4.756	 62.000	 11.100	 36.450
         10.533	 -0.088	  0.124	  1.340	  4.756	 62.000	 11.100	 36.510
         10.600	  0.292	  0.414	  1.340	  4.754	 62.000	 11.100	 36.570
         10.667	 -0.086	  0.228	  1.340	  4.753	 62.000	 11.100	 36.650
         10.733	 -0.073	  0.166	  1.340	  4.751	 62.000	 11.100	 36.740
         10.800	 -0.002	  0.145	  1.340	  4.751	 70.000	 11.100	 36.870
         10.867	  0.156	  0.186	  1.340	  4.748	 70.000	 11.100	 37.010
         10.933	  0.016	  0.186	  1.340	  4.747	 70.000	 11.100	 37.160
         11.000	 -0.100	  0.207	  1.340	  4.746	 70.000	 11.100	 37.300
         11.067	 -0.086	  0.228	  1.340	  4.743	 70.000	 11.100	 37.410
         11.133	 -0.088	  0.145	  1.340	  4.742	 70.000	 11.100	 37.480
         11.200	 -0.070	  0.186	  1.340	  4.741	 70.000	 11.100	 37.560
         11.267	 -0.066	  0.228	  1.340	  4.739	 70.000	 11.100	 37.680
         11.333	 -0.114	  0.228	  1.338	  4.738	 70.000	 11.100	 37.800
         11.400	  0.280	  0.456	  1.337	  4.736	 70.000	 11.100	 37.930
         11.467	 -0.085	  0.249	  1.337	  4.734	 70.000	 11.100	 38.010
         11.533	 -0.036	  0.207	  1.337	  4.733	 70.000	 11.100	 38.110
         11.600	  0.095	  0.166	  1.337	  4.731	 80.000	 11.100	 38.200
         11.667	  0.124	  0.207	  1.337	  4.729	 80.000	 11.100	 38.290
         11.733	 -0.073	  0.186	  1.337	  4.728	 80.000	 11.100	 38.390
         11.800	 -0.078	  0.207	  1.337	  4.728	 80.000	 11.100	 38.470
         11.867	 -0.071	  0.145	  1.337	  4.726	 80.000	 11.100	 38.490
         11.933	 -0.047	  0.207	  1.337	  4.724	 80.000	 11.100	 38.480
         12.000	 -0.063	  0.166	  1.336	  4.723	 80.000	 11.100	 38.480
         12.067	 -0.087	  0.269	  1.335	  4.722	 80.000	 11.100	 38.480
         12.133	  0.273	  0.352	  1.335	  4.721	 80.000	 11.100	 38.510
         12.200	 -0.080	  0.207	  1.335	  4.719	 80.000	 11.100	 38.530
         12.267	 -0.033	  0.207	  1.335	  4.718	 80.000	 11.100	 38.530
         12.333	  0.097	  0.228	  1.335	  4.716	 84.000	 11.100	 38.510
         12.400	  0.092	  0.166	  1.335	  4.714	 84.000	 11.100	 38.510
         12.467	 -0.093	  0.207	  1.335	  4.713	 84.000	 11.100	 38.510
         12.533	 -0.094	  0.186	  1.335	  4.712	 84.000	 11.100	 38.500
         12.600	 -0.088	  0.166	  1.335	  4.711	 84.000	 11.100	 38.420
         12.667	 -0.055	  0.207	  1.333	  4.709	 84.000	 11.100	 38.330
         12.733	 -0.095	  0.269	  1.335	  4.708	 84.000	 11.100	 38.280
         12.800	 -0.012	  0.352	  1.335	  4.706	 84.000	 11.100	 38.240
         12.867	  0.179	  0.352	  1.332	  4.704	 84.000	 11.100	 38.220
         12.933	 -0.094	  0.145	  1.332	  4.703	 84.000	 11.100	 38.190
         13.000	 -0.041	  0.249	  1.332	  4.702	 84.000	 11.100	 38.150
         13.067	  0.107	  0.207	  1.332	  4.701	 85.000	 11.100	 38.130
         13.133	  0.048	  0.186	  1.332	  4.699	 85.000	 11.100	 38.130
         13.200	 -0.095	  0.124	  1.332	  4.698	 85.000	 11.100	 38.120
         13.267	 -0.094	  0.124	  1.332	  4.696	 85.000	 11.100	 38.110
         13.333	 -0.093	  0.145	  1.332	  4.696	 85.000	 11.100	 38.040
         13.400	 -0.062	  0.186	  1.332	  4.693	 85.000	 11.100	 37.980
         13.467	 -0.084	  0.145	  1.332	  4.692	 85.000	 11.100	 37.950
         13.533	 -0.080	  0.207	  1.330	  4.689	 85.000	 11.100	 37.920
         13.600	  0.269	  0.580	  1.330	  4.689	 85.000	 11.110	 37.920
         13.667	 -0.084	  0.186	  1.330	  4.688	 85.000	 11.100	 37.890
         13.733	 -0.032	  0.228	  1.330	  4.688	 85.000	 11.100	 37.860
         13.800	  0.103	  0.269	  1.330	  4.686	 84.000	 11.100	 37.820
         13.867	  0.083	  0.166	  1.330	  4.685	 84.000	 11.100	 37.770
         13.933	 -0.094	  0.145	  1.330	  4.684	 84.000	 11.100	 37.690
         14.000	 -0.089	  0.207	  1.330	  4.682	 84.000	 11.100	 37.610
         14.067	 -0.084	  0.145	  1.330	  4.681	 84.000	 11.100	 37.460
         14.133	 -0.095	  0.228	  1.330	  4.680	 84.000	 11.100	 37.280
         14.200	 -0.098	  0.124	  1.330	  4.679	 84.000	 11.110	 37.160
         14.267	 -0.095	  0.145	  1.330	  4.676	 84.000	 11.110	 37.050
         14.333	 -0.048	  0.186	  1.330	  4.676	 84.000	 11.110	 36.970
         14.400	 -0.077	  0.186	  1.330	  4.675	 84.000	 11.110	 36.900
         14.467	  0.018	  0.373	  1.330	  4.674	 84.000	 11.110	 36.860
         14.533	  0.239	  0.352	  1.330	  4.671	 84.000	 11.110	 36.810
         14.600	 -0.074	  0.207	  1.329	  4.671	 84.000	 11.110	 36.760
         14.667	 -0.022	  0.207	  1.328	  4.669	 84.000	 11.110	 36.730
         14.733	  0.117	  0.186	  1.328	  4.669	 66.000	 11.110	 36.710
         14.800	  0.093	  0.186	  1.328	  4.666	 66.000	 11.110	 36.690
         14.867	 -0.086	  0.145	  1.328	  4.666	 66.000	 11.110	 36.670
         14.933	 -0.079	  0.166	  1.328	  4.664	 66.000	 11.110	 36.640
         15.000	 -0.077	  0.166	  1.328	  4.664	 66.000	 11.110	 36.570
         15.067	 -0.088	  0.207	  1.328	  4.661	 66.000	 11.110	 36.500
         15.133	 -0.090	  0.186	  1.328	  4.660	 66.000	 11.110	 36.470
         15.200	 -0.087	  0.186	  1.328	  4.659	 66.000	 11.110	 36.460
         15.267	 -0.030	  0.186	  1.325	  4.657	 66.000	 11.110	 36.460
         15.333	 -0.090	  0.186	  1.325	  4.656	 66.000	 11.110	 36.470
         15.400	  0.339	  0.435	  1.325	  4.654	 66.000	 11.110	 36.470
         15.467	 -0.078	  0.228	  1.325	  4.652	 66.000	 11.110	 36.490
         15.533	 -0.060	  0.186	  1.325	  4.651	 66.000	 11.110	 36.490
         15.600	  0.011	  0.186	  1.325	  4.651	 68.000	 11.110	 36.510
         15.667	  0.163	  0.166	  1.325	  4.649	 68.000	 11.110	 36.520
         15.733	  0.004	  0.145	  1.325	  4.649	 68.000	 11.110	 36.530
         15.800	 -0.099	  0.186	  1.325	  4.646	 68.000	 11.110	 36.530
         15.867	 -0.085	  0.145	  1.325	  4.645	 68.000	 11.110	 36.520
         15.933	 -0.090	  0.166	  1.325	  4.644	 68.000	 11.110	 36.490
         16.000	 -0.096	  0.186	  1.325	  4.641	 68.000	 11.110	 36.490
         16.067	 -0.091	  0.207	  1.323	  4.640	 68.000	 11.110	 36.550
         16.133	 -0.040	  0.228	  1.323	  4.639	 68.000	 11.110	 36.620
         16.200	 -0.105	  0.166	  1.323	  4.637	 68.000	 11.110	 36.730
         16.267	  0.303	  0.414	  1.324	  4.636	 68.000	 11.110	 36.830
         16.333	 -0.098	  0.290	  1.323	  4.636	 68.000	 11.110	 36.920
         16.400	 -0.064	  0.207	  1.323	  4.634	 68.000	 11.110	 37.050
         16.467	  0.019	  0.166	  1.323	  4.631	 72.000	 11.110	 37.170
         16.533	  0.160	  0.207	  1.323	  4.630	 72.000	 11.110	 37.320
         16.600	 -0.038	  0.145	  1.323	  4.629	 72.000	 11.110	 37.450
         16.667	 -0.109	  0.207	  1.323	  4.627	 72.000	 11.110	 37.590
         16.733	 -0.096	  0.145	  1.320	  4.626	 72.000	 11.110	 37.690
         16.800	 -0.104	  0.186	  1.321	  4.624	 72.000	 11.110	 37.750
         16.867	 -0.083	  0.186	  1.320	  4.624	 72.000	 11.110	 37.840
         16.933	 -0.082	  0.207	  1.320	  4.621	 72.000	 11.110	 37.940
         17.000	 -0.122	  0.166	  1.320	  4.621	 72.000	 11.110	 38.060
         17.067	  0.260	  0.414	  1.320	  4.619	 72.000	 11.110	 38.170
         17.133	 -0.100	  0.145	  1.320	  4.619	 72.000	 11.110	 38.240
         17.200	 -0.054	  0.145	  1.320	  4.616	 72.000	 11.110	 38.280
         17.267	  0.073	  0.186	  1.320	  4.615	 80.000	 11.110	 38.300
         17.333	  0.091	  0.207	  1.320	  4.614	 80.000	 11.110	 38.300
         17.400	 -0.104	  0.186	  1.320	  4.611	 80.000	 11.110	 38.280
         17.467	 -0.105	  0.145	  1.320	  4.611	 80.000	 11.110	 38.250
         17.533	 -0.098	  0.166	  1.320	  4.609	 80.000	 11.110	 38.160
         17.600	 -0.102	  0.186	  1.320	  4.607	 80.000	 11.110	 38.070
         17.667	 -0.059	  0.166	  1.320	  4.606	 80.000	 11.110	 38.000
         17.733	 -0.123	  0.186	  1.320	  4.604	 80.000	 11.110	 37.930
         17.800	  0.291	  0.414	  1.319	  4.604	 80.000	 11.110	 37.900
         17.867	 -0.110	  0.186	  1.318	  4.601	 80.000	 11.110	 37.860
         17.933	 -0.069	  0.228	  1.318	  4.600	 80.000	 11.110	 37.810
         18.000	  0.017	  0.186	  1.318	  4.599	 81.000	 11.110	 37.780
         18.067	  0.146	  0.186	  1.318	  4.598	 81.000	 11.110	 37.740
         18.133	 -0.054	  0.207	  1.318	  4.597	 81.000	 11.110	 37.700
         18.200	 -0.109	  0.145	  1.318	  4.595	 81.000	 11.110	 37.640
         18.267	 -0.095	  0.186	  1.318	  4.594	 81.000	 11.110	 37.560
         18.333	 -0.102	  0.186	  1.318	  4.593	 81.000	 11.110	 37.430
         18.400	 -0.106	  0.207	  1.318	  4.592	 81.000	 11.110	 37.320
         18.467	 -0.082	  0.186	  1.318	  4.589	 81.000	 11.110	 37.230
         18.533	 -0.061	  0.145	  1.318	  4.588	 81.000	 11.110	 37.160
         18.600	 -0.129	  0.186	  1.318	  4.587	 81.000	 11.110	 37.100
         18.667	  0.326	  0.414	  1.318	  4.585	 81.000	 11.110	 37.060
         18.733	 -0.099	  0.145	  1.315	  4.584	 81.000	 11.110	 36.980
         18.800	 -0.058	  0.145	  1.315	  4.583	 81.000	 11.110	 36.930
         18.867	  0.046	  0.166	  1.315	  4.582	 72.000	 11.100	 36.870
         18.933	  0.139	  0.186	  1.315	  4.579	 72.000	 11.100	 36.820
         19.000	 -0.075	  0.207	  1.315	  4.579	 72.000	 11.100	 36.770
         19.067	 -0.096	  0.186	  1.315	  4.577	 72.000	 11.100	 36.730
         19.133	 -0.083	  0.207	  1.315	  4.575	 72.000	 11.110	 36.660
         19.200	 -0.092	  0.186	  1.315	  4.574	 72.000	 11.100	 36.550
         19.267	 -0.093	  0.186	  1.315	  4.572	 72.000	 11.110	 36.480
         19.333	 -0.090	  0.207	  1.315	  4.572	 72.000	 11.100	 36.450
         19.400	 -0.033	  0.145	  1.315	  4.569	 72.000	 11.110	 36.440
         19.467	 -0.080	  0.145	  1.315	  4.569	 72.000	 11.100	 36.440
         19.533	  0.240	  0.269	  1.315	  4.567	 72.000	 11.100	 36.440
         19.600	  0.020	  0.228	  1.315	  4.567	 72.000	 11.110	 36.440
         19.667	 -0.062	  0.207	  1.315	  4.564	 72.000	 11.100	 36.450
         19.733	  0.000	  0.166	  1.315	  4.564	 68.000	 11.110	 36.470
         19.800	  0.148	  0.186	  1.314	  4.562	 68.000	 11.100	 36.470
         19.867	  0.060	  0.207	  1.313	  4.562	 68.000	 11.100	 36.490
         19.933	 -0.082	  0.207	  1.313	  4.559	 68.000	 11.100	 36.490
         20.000	 -0.068	  0.228	  1.313	  4.559	 68.000	 11.100	 36.480
         20.067	 -0.071	  0.166	  1.313	  4.557	 68.000	 11.100	 36.440
         20.133	 -0.078	  0.186	  1.313	  4.557	 68.000	 11.100	 36.380
         20.200	 -0.077	  0.166	  1.313	  4.554	 68.000	 11.100	 36.370
         20.267	 -0.059	  0.166	  1.313	  4.554	 68.000	 11.100	 36.370
         20.333	 -0.019	  0.207	  1.311	  4.553	 68.000	 11.100	 36.380
         20.400	 -0.088	  0.228	  1.313	  4.552	 68.000	 11.110	 36.390
         20.467	  0.346	  0.456	  1.311	  4.550	 68.000	 11.100	 36.400
         20.533	 -0.063	  0.186	  1.310	  4.549	 68.000	 11.110	 36.410
         20.600	 -0.035	  0.145	  1.310	  4.547	 68.000	 11.100	 36.420
         20.667	  0.056	  0.207	  1.310	  4.547	 68.000	 11.110	 36.450
         20.733	  0.169	  0.186	  1.310	  4.547	 68.000	 11.110	 36.500
         20.800	 -0.048	  0.186	  1.310	  4.544	 68.000	 11.110	 36.560
         20.867	 -0.093	  0.166	  1.310	  4.544	 68.000	 11.110	 36.630
         20.933	 -0.084	  0.166	  1.310	  4.542	 68.000	 11.110	 36.700
         21.000	 -0.097	  0.166	  1.310	  4.542	 68.000	 11.100	 36.730
         21.067	 -0.081	  0.207	  1.310	  4.540	 68.000	 11.110	 36.800
         21.133	 -0.058	  0.166	  1.310	  4.539	 68.000	 11.100	 36.920
         21.200	 -0.126	  0.207	  1.310	  4.537	 68.000	 11.100	 37.080
         21.267	  0.281	  0.373	  1.310	  4.537	 68.000	 11.100	 37.230
         21.333	 -0.097	  0.207	  1.310	  4.534	 68.000	 11.100	 37.370
         21.400	 -0.058	  0.228	  1.310	  4.534	 68.000	 11.100	 37.500
         21.467	  0.050	  0.186	  1.310	  4.533	 78.000	 11.100	 37.640
         21.533	  0.134	  0.207	  1.308	  4.532	 78.000	 11.100	 37.780
         21.600	 -0.082	  0.186	  1.308	  4.530	 78.000	 11.100	 37.910
         21.667	 -0.106	  0.166	  1.308	  4.529	 78.000	 11.100	 38.030
         21.733	 -0.096	  0.207	  1.308	  4.528	 78.000	 11.100	 38.080
         21.800	 -0.092	  0.186	  1.308	  4.527	 78.000	 11.100	 38.060
         21.867	 -0.065	  0.124	  1.308	  4.525	 78.000	 11.100	 38.030
         21.933	 -0.129	  0.186	  1.308	  4.524	 78.000	 11.100	 38.000
         22.000	  0.270	  0.373	  1.308	  4.522	 78.000	 11.100	 37.970
         22.067	 -0.104	  0.186	  1.305	  4.522	 78.000	 11.100	 37.960
         22.133	 -0.064	  0.166	  1.306	  4.520	 78.000	 11.100	 37.930
         22.200	  0.035	  0.145	  1.305	  4.519	 83.000	 11.100	 37.890
         22.267	  0.137	  0.166	  1.305	  4.517	 83.000	 11.100	 37.870
         22.333	 -0.069	  0.145	  1.305	  4.517	 83.000	 11.100	 37.850
         22.400	 -0.100	  0.166	  1.305	  4.515	 83.000	 11.100	 37.820
         22.467	 -0.084	  0.145	  1.305	  4.514	 83.000	 11.180	 37.770
         22.533	 -0.094	  0.186	  1.305	  4.513	 83.000	 11.120	 37.670
         22.600	 -0.037	  0.186	  1.305	  4.512	 83.000	 11.180	 37.600
